news_id,headline,body_text,source,label
503,Government announces major job reforms,Residents claim they have never witnessed such an event before.,Daily Star,1
504,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,1
505,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,Reuters,0
506,Global economy faces recession,Residents claim they have never witnessed such an event before.,CNN,0
507,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,0
508,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,0
509,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,CNN,1
510,Dengue situation worsens in the country,The news went viral on social media after noon.,CNN,1
511,New virus outbreak sparks fear,Uncertainty remains about the authenticity of the incident.,Reuters,0
512,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,Daily Star,0
513,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,0
514,Global economy faces recession,Experts believe this is a significant technological advancement.,Reuters,1
515,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Daily Star,0
516,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,CNN,0
517,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,CNN,0
518,New virus outbreak sparks fear,Uncertainty remains about the authenticity of the incident.,Daily Star,1
519,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,1
520,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,1
521,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,Reuters,1
522,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,0
523,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,1
524,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,1
525,New virus outbreak sparks fear,The news went viral on social media after noon.,BBC,0
526,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,CNN,1
527,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,Unknown News,0
528,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,1
529,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,0
530,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,0
531,Global economy faces recession,Government sources state that an official announcement will be made soon.,BBC,1
532,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,0
533,Bangladesh wins the World Cup,The news went viral on social media after noon.,Daily Star,0
534,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,0
535,New metro rail launched in Dhaka,Residents claim they have never witnessed such an event before.,BBC,0
536,Dengue situation worsens in the country,Doctors advise that basic precautions can help avoid danger.,Daily Star,1
537,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,1
538,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,Unknown News,1
539,"Earthquake hits Chittagong, panic spreads",Government sources state that an official announcement will be made soon.,Daily Star,0
540,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,Daily Star,1
541,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,Daily Star,1
542,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,Daily Star,1
543,Global economy faces recession,Experts believe this is a significant technological advancement.,Daily Star,0
544,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,Unknown News,0
545,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,Reuters,1
546,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,BBC,0
547,New virus outbreak sparks fear,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,0
548,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,1
549,Bangladesh wins the World Cup,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,1
550,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Daily Star,1
551,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Unknown News,0
552,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,Daily Star,0
553,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,1
554,Bangladesh wins the World Cup,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,0
555,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,BBC,1
556,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,CNN,0
557,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,BBC,1
558,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Reuters,0
559,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,Daily Star,1
560,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,Daily Star,0
561,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,Unknown News,1
562,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,BBC,0
563,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,Daily Star,1
564,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,BBC,0
565,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,1
566,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,1
567,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,1
568,"Earthquake hits Chittagong, panic spreads",Government sources state that an official announcement will be made soon.,BBC,1
569,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,CNN,0
570,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,1
571,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,Unknown News,0
572,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Daily Star,0
573,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Unknown News,1
574,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,0
575,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,BBC,1
576,Global economy faces recession,Experts believe this is a significant technological advancement.,BBC,1
577,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,Unknown News,1
578,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,CNN,0
579,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,CNN,1
580,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,1
581,New virus outbreak sparks fear,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,1
582,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,0
583,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,1
584,Dengue situation worsens in the country,The news went viral on social media after noon.,Unknown News,1
585,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,Daily Star,1
586,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,0
587,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,Reuters,0
588,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,1
589,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,Unknown News,0
590,New curriculum introduced in schools,The news went viral on social media after noon.,Unknown News,0
591,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Unknown News,1
592,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,1
593,Global economy faces recession,Residents claim they have never witnessed such an event before.,Daily Star,0
594,New curriculum introduced in schools,The news went viral on social media after noon.,Daily Star,1
595,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,1
596,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,BBC,1
597,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,BBC,0
598,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,BBC,1
599,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,Daily Star,1
600,New virus outbreak sparks fear,The news went viral on social media after noon.,BBC,0
601,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,Reuters,1
602,Bangladesh wins the World Cup,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,1
603,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Reuters,1
604,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,1
605,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,1
606,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,Unknown News,0
607,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,Reuters,1
608,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,BBC,0
609,New metro rail launched in Dhaka,The news went viral on social media after noon.,Daily Star,1
610,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,0
611,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,Reuters,1
612,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,Unknown News,1
613,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,BBC,0
614,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,CNN,1
615,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Unknown News,1
616,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,CNN,1
617,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,Daily Star,0
618,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,Reuters,1
619,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,CNN,1
620,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,Reuters,1
621,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,Daily Star,1
622,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,BBC,1
623,Government announces major job reforms,Local administration has visited the spot for further inspection.,Reuters,1
624,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,Unknown News,1
625,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,CNN,0
626,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,Reuters,0
627,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,1
628,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,1
629,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Unknown News,1
630,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Unknown News,1
631,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,1
632,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,1
633,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,0
634,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,CNN,1
635,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,Unknown News,1
636,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,Daily Star,0
637,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Daily Star,0
638,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,0
639,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,0
640,Government announces major job reforms,Residents claim they have never witnessed such an event before.,Reuters,0
641,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Reuters,0
642,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,1
643,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,BBC,0
644,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,0
645,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,0
646,Dengue situation worsens in the country,Doctors advise that basic precautions can help avoid danger.,BBC,1
647,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,CNN,0
648,Dengue situation worsens in the country,The news went viral on social media after noon.,Reuters,1
649,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,0
650,New virus outbreak sparks fear,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,1
651,Government announces major job reforms,The news went viral on social media after noon.,Reuters,0
652,Bangladesh wins the World Cup,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,0
653,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,0
654,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,0
655,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,Reuters,1
656,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,Reuters,1
657,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,Daily Star,0
658,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,Daily Star,1
659,Bangladeshi astronaut captures photo from the moon,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,1
660,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,0
661,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,BBC,0
662,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,1
663,Dengue situation worsens in the country,The news went viral on social media after noon.,Daily Star,0
664,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,Reuters,0
665,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Reuters,1
666,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Reuters,1
667,New metro rail launched in Dhaka,The news went viral on social media after noon.,Reuters,1
668,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,Daily Star,1
669,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,Unknown News,0
670,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Daily Star,1
671,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,0
672,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,Unknown News,1
673,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,CNN,0
674,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Reuters,0
675,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,Daily Star,1
676,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Unknown News,0
677,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,1
678,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,CNN,1
679,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,BBC,0
680,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,CNN,1
681,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,Unknown News,1
682,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Reuters,0
683,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,CNN,0
684,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,BBC,1
685,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,Reuters,0
686,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Reuters,0
687,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,Daily Star,0
688,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,0
689,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,Reuters,0
690,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,0
691,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,0
692,Bangladesh wins the World Cup,The news went viral on social media after noon.,Daily Star,0
693,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,CNN,0
694,Government announces major job reforms,Local administration has visited the spot for further inspection.,Daily Star,1
695,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,0
696,Government announces major job reforms,Local administration has visited the spot for further inspection.,Reuters,1
697,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,BBC,0
698,New virus outbreak sparks fear,Uncertainty remains about the authenticity of the incident.,Reuters,1
699,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,1
700,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,1
701,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,CNN,0
702,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,CNN,0
703,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,CNN,0
704,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,1
705,Government announces major job reforms,Experts believe this is a significant technological advancement.,BBC,0
706,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,Unknown News,1
707,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,Reuters,1
708,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Daily Star,0
709,Dengue situation worsens in the country,The news went viral on social media after noon.,CNN,0
710,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,0
711,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Unknown News,1
712,Bangladeshi astronaut captures photo from the moon,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,1
713,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,BBC,1
714,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,1
715,Global economy faces recession,The news went viral on social media after noon.,CNN,1
716,Government announces major job reforms,Government sources state that an official announcement will be made soon.,Unknown News,0
717,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,0
718,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,1
719,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,0
720,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,0
721,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,CNN,1
722,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,Unknown News,1
723,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,1
724,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,BBC,1
725,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,Unknown News,0
726,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,BBC,0
727,Global economy faces recession,Experts believe this is a significant technological advancement.,BBC,1
728,Global economy faces recession,Local administration has visited the spot for further inspection.,Unknown News,0
729,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,0
730,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,1
731,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,1
732,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,1
733,New curriculum introduced in schools,Local administration has visited the spot for further inspection.,Daily Star,0
734,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Unknown News,1
735,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,Unknown News,0
736,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,0
737,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,BBC,1
738,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,0
739,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,Daily Star,0
740,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Unknown News,1
741,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,0
742,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,1
743,New curriculum introduced in schools,Government sources state that an official announcement will be made soon.,Daily Star,1
744,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,Unknown News,1
745,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,BBC,1
746,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,CNN,0
747,Government announces major job reforms,Experts believe this is a significant technological advancement.,Daily Star,1
748,Global economy faces recession,Experts believe this is a significant technological advancement.,Daily Star,0
749,Government announces major job reforms,Local administration has visited the spot for further inspection.,Reuters,0
750,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,CNN,1
751,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,Unknown News,1
752,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Reuters,0
753,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,CNN,0
754,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,Unknown News,1
755,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,0
756,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,BBC,0
757,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,Reuters,0
758,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,CNN,1
759,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,1
760,New virus outbreak sparks fear,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,0
761,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,Daily Star,1
762,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,CNN,1
763,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,1
764,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,1
765,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,CNN,0
766,Dengue situation worsens in the country,The news went viral on social media after noon.,Daily Star,1
767,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,Reuters,0
768,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,0
769,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,0
770,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,1
771,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,1
772,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,Reuters,0
773,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,1
774,Government announces major job reforms,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,0
775,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,1
776,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Unknown News,0
777,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,1
778,Government announces major job reforms,The news went viral on social media after noon.,CNN,0
779,Government announces major job reforms,Government sources state that an official announcement will be made soon.,Reuters,1
780,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,1
781,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,CNN,0
782,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,CNN,0
783,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,1
784,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Unknown News,0
785,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,CNN,1
786,Global economy faces recession,Local administration has visited the spot for further inspection.,CNN,1
787,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,1
788,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,Reuters,0
789,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,Daily Star,0
790,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,Unknown News,0
791,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,Unknown News,0
792,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,BBC,0
793,New metro rail launched in Dhaka,The news went viral on social media after noon.,CNN,1
794,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,Daily Star,0
795,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Reuters,0
796,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,0
797,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,CNN,1
798,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,Daily Star,0
799,Global economy faces recession,Government sources state that an official announcement will be made soon.,BBC,1
800,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,1
801,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,BBC,0
802,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,Unknown News,0
803,Dengue situation worsens in the country,The news went viral on social media after noon.,CNN,0
804,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,Daily Star,1
805,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,1
806,"Earthquake hits Chittagong, panic spreads",Government sources state that an official announcement will be made soon.,Daily Star,0
807,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,1
808,New metro rail launched in Dhaka,Residents claim they have never witnessed such an event before.,BBC,0
809,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,BBC,0
810,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,BBC,0
811,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,CNN,0
812,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,1
813,New virus outbreak sparks fear,The news went viral on social media after noon.,BBC,1
814,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,1
815,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,Daily Star,0
816,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,Daily Star,0
817,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Unknown News,1
